"Position","Mood:Tense","Subject","Infinitive","Front","Back"
"87","Indicativo:Passato:remoto","io","SAPERE","(molto tempo fa) io SAPERE","(io) seppi"
"87","Indicativo:Passato:remoto","loro","SAPERE","(molto tempo fa) loro SAPERE","(loro) seppero"
"87","Indicativo:Futuro:semplice","loro","SAPERE","(domani) loro SAPERE","(loro) sapranno"
"87","Indicativo:Passato:prossimo","io","SAPERE","(perfetto) io SAPERE","(io) ho saputo"
"87","Indicativo:Trapassato:prossimo","loro","SAPERE","(perchè ieri) loro SAPERE","(loro) avevano saputo"
"87","Congiuntivo:Presente","che io","SAPERE","che io SAPERE","(che io) sappia"
"87","Congiuntivo:Presente","che loro","SAPERE","che loro SAPERE","(che loro) sappiano"
"87","Congiuntivo:Passato","che io","SAPERE","(perfetto) che io SAPERE","(che io) abbia saputo"
"87","Congiuntivo:Passato","che tu","SAPERE","(perfetto) che tu SAPERE","(che tu) abbia saputo"
"87","Condizionale:Presente","io","SAPERE","se (presente) io SAPERE","se (io) saprei"
"87","Condizionale:Presente","loro","SAPERE","se (presente) loro SAPERE","se (loro) saprebbero"
"87","Condizionale:Passato","tu","SAPERE","se (passato) tu SAPERE","se (tu) avresti saputo"
"87","Gerundio:Presente","... ","SAPERE","(...ndo) ...  SAPERE","(... ) sapendo"
"87","Gerundio:Passato","avendo","SAPERE","(passato ...ndo) SAPERE","(avendo) saputo"
"87","Participio:Presente","... ","SAPERE","(aggetivo) ...  SAPERE","(... ) sapiente"
"87","Imperativo:Presente","... ","SAPERE","(per favore) ...  SAPERE","(... ) sappi"
"88","Indicativo:Presente","io","SBRIGARSI","(adesso) io SBRIGARSI","(io) mi sbrigo"
"88","Indicativo:Presente","tu","SBRIGARSI","(adesso) tu SBRIGARSI","(tu) ti sbrighi"
"88","Indicativo:Presente","lui","SBRIGARSI","(adesso) lui SBRIGARSI","(lui) si sbriga"
"88","Indicativo:Presente","noi","SBRIGARSI","(adesso) noi SBRIGARSI","(noi) ci sbrighiamo"
"88","Indicativo:Presente","voi","SBRIGARSI","(adesso) voi SBRIGARSI","(voi) vi sbrigate"
"88","Indicativo:Presente","loro","SBRIGARSI","(adesso) loro SBRIGARSI","(loro) si sbrigano"
"88","Indicativo:Imperfetto","noi","SBRIGARSI","(ieri) noi SBRIGARSI","(noi) ci sbrigavamo"
"88","Indicativo:Passato:remoto","io","SBRIGARSI","(molto tempo fa) io SBRIGARSI","(io) mi sbrigai"
"88","Indicativo:Passato:remoto","loro","SBRIGARSI","(molto tempo fa) loro SBRIGARSI","(loro) si sbrigarono"
"88","Indicativo:Futuro:semplice","io","SBRIGARSI","(domani) io SBRIGARSI","(io) mi sbrigherò"
"88","Indicativo:Passato:prossimo","voi","SBRIGARSI","(perfetto) voi SBRIGARSI","(voi) vi siete sbrigati"
"88","Indicativo:Trapassato:prossimo","loro","SBRIGARSI","(perchè ieri) loro SBRIGARSI","(loro) si erano sbrigati"
"88","Congiuntivo:Presente","che io","SBRIGARSI","che io SBRIGARSI","(che io) mi sbrighi"
"88","Congiuntivo:Presente","che lei","SBRIGARSI","che lei SBRIGARSI","(che lei) si sbrighi"
"88","Congiuntivo:Passato","che io","SBRIGARSI","(perfetto) che io SBRIGARSI","(che io) mi sia sbrigato"
"88","Congiuntivo:Passato","che lui","SBRIGARSI","(perfetto) che lui SBRIGARSI","(che lui) si sia sbrigato"
"88","Condizionale:Presente","io","SBRIGARSI","se (presente) io SBRIGARSI","se (io) mi sbrigherei"
"88","Condizionale:Presente","voi","SBRIGARSI","se (presente) voi SBRIGARSI","se (voi) vi sbrighereste"
"88","Condizionale:Passato","lui","SBRIGARSI","se (passato) lui SBRIGARSI","se (lui) si sarebbe sbrigato"
"88","Gerundio:Presente","... ","SBRIGARSI","(...ndo) ...  SBRIGARSI","(... ) sbrigandosi"
"88","Gerundio:Passato","essendosi","SBRIGARSI","(passato ...ndo) SBRIGARSI","(essendosi) sbrigato"
"88","Participio:Presente","... ","SBRIGARSI","(aggetivo) ...  SBRIGARSI","(... ) sbrigantesi"
"88","Imperativo:Presente","... ","SBRIGARSI","(per favore) ...  SBRIGARSI","(... ) sbrigati"
"89","Indicativo:Presente","io","SCEGLIERE","(adesso) io SCEGLIERE","(io) scelgo"
"89","Indicativo:Presente","tu","SCEGLIERE","(adesso) tu SCEGLIERE","(tu) scegli"
"89","Indicativo:Presente","lui","SCEGLIERE","(adesso) lui SCEGLIERE","(lui) sceglie"
"89","Indicativo:Presente","noi","SCEGLIERE","(adesso) noi SCEGLIERE","(noi) scegliamo"
"89","Indicativo:Presente","voi","SCEGLIERE","(adesso) voi SCEGLIERE","(voi) scegliete"
"89","Indicativo:Presente","loro","SCEGLIERE","(adesso) loro SCEGLIERE","(loro) scelgono"
"89","Indicativo:Imperfetto","lui","SCEGLIERE","(ieri) lui SCEGLIERE","(lui) sceglieva"
"89","Indicativo:Passato:remoto","io","SCEGLIERE","(molto tempo fa) io SCEGLIERE","(io) scelsi"
"89","Indicativo:Passato:remoto","noi","SCEGLIERE","(molto tempo fa) noi SCEGLIERE","(noi) scegliemmo"
"89","Indicativo:Futuro:semplice","io","SCEGLIERE","(domani) io SCEGLIERE","(io) sceglierò"
"89","Indicativo:Passato:prossimo","voi","SCEGLIERE","(perfetto) voi SCEGLIERE","(voi) avete scelto"
"89","Indicativo:Trapassato:prossimo","voi","SCEGLIERE","(perchè ieri) voi SCEGLIERE","(voi) avevate scelto"
"89","Congiuntivo:Presente","che io","SCEGLIERE","che io SCEGLIERE","(che io) scelga"
"89","Congiuntivo:Presente","che lei","SCEGLIERE","che lei SCEGLIERE","(che lei) scelga"
"89","Congiuntivo:Passato","che io","SCEGLIERE","(perfetto) che io SCEGLIERE","(che io) abbia scelto"
"89","Congiuntivo:Passato","che noi","SCEGLIERE","(perfetto) che noi SCEGLIERE","(che noi) abbiamo scelto"
"89","Condizionale:Presente","io","SCEGLIERE","se (presente) io SCEGLIERE","se (io) sceglierei"
"89","Condizionale:Presente","tu","SCEGLIERE","se (presente) tu SCEGLIERE","se (tu) sceglieresti"
"89","Condizionale:Passato","tu","SCEGLIERE","se (passato) tu SCEGLIERE","se (tu) avresti scelto"
"89","Gerundio:Presente","... ","SCEGLIERE","(...ndo) ...  SCEGLIERE","(... ) scegliendo"
"89","Gerundio:Passato","avendo","SCEGLIERE","(passato ...ndo) SCEGLIERE","(avendo) scelto"
"89","Participio:Presente","... ","SCEGLIERE","(aggetivo) ...  SCEGLIERE","(... ) scegliente"
"89","Imperativo:Presente","... ","SCEGLIERE","(per favore) ...  SCEGLIERE","(... ) scegli"
"90","Indicativo:Presente","io","SCENDERE","(adesso) io SCENDERE","(io) scendo"
"90","Indicativo:Presente","tu","SCENDERE","(adesso) tu SCENDERE","(tu) scendi"
"90","Indicativo:Presente","lui","SCENDERE","(adesso) lui SCENDERE","(lui) scende"
"90","Indicativo:Presente","noi","SCENDERE","(adesso) noi SCENDERE","(noi) scendiamo"
"90","Indicativo:Presente","voi","SCENDERE","(adesso) voi SCENDERE","(voi) scendete"
"90","Indicativo:Presente","loro","SCENDERE","(adesso) loro SCENDERE","(loro) scendono"
"90","Indicativo:Imperfetto","voi","SCENDERE","(ieri) voi SCENDERE","(voi) scendevate"
"90","Indicativo:Passato:remoto","io","SCENDERE","(molto tempo fa) io SCENDERE","(io) scesi"
"90","Indicativo:Passato:remoto","lui","SCENDERE","(molto tempo fa) lui SCENDERE","(lui) scese"
"90","Indicativo:Futuro:semplice","lei","SCENDERE","(domani) lei SCENDERE","(lei) scenderà"
"90","Indicativo:Passato:prossimo","tu","SCENDERE","(perfetto) tu SCENDERE","(tu) hai sceso"
"90","Indicativo:Trapassato:prossimo","noi","SCENDERE","(perchè ieri) noi SCENDERE","(noi) avevamo sceso"
"90","Congiuntivo:Presente","che io","SCENDERE","che io SCENDERE","(che io) scenda"
"90","Congiuntivo:Presente","che tu","SCENDERE","che tu SCENDERE","(che tu) scenda"
"90","Congiuntivo:Passato","che io","SCENDERE","(perfetto) che io SCENDERE","(che io) abbia sceso"
"90","Congiuntivo:Passato","che noi","SCENDERE","(perfetto) che noi SCENDERE","(che noi) abbiamo sceso"
"90","Condizionale:Presente","io","SCENDERE","se (presente) io SCENDERE","se (io) scenderei"
"90","Condizionale:Presente","voi","SCENDERE","se (presente) voi SCENDERE","se (voi) scendereste"
"90","Condizionale:Passato","lui","SCENDERE","se (passato) lui SCENDERE","se (lui) avrebbe sceso"
"90","Gerundio:Presente","... ","SCENDERE","(...ndo) ...  SCENDERE","(... ) scendendo"
"90","Gerundio:Passato","essendo","SCENDERE","(passato ...ndo) SCENDERE","(essendo) scesi"
"90","Participio:Presente","... ","SCENDERE","(aggetivo) ...  SCENDERE","(... ) scendente"
"90","Imperativo:Presente","... ","SCENDERE","(per favore) ...  SCENDERE","(... ) scendi"
"91","Indicativo:Presente","io","SCRIVERE","(adesso) io SCRIVERE","(io) scrivo"
"91","Indicativo:Presente","tu","SCRIVERE","(adesso) tu SCRIVERE","(tu) scrivi"
"91","Indicativo:Presente","lei","SCRIVERE","(adesso) lei SCRIVERE","(lei) scrive"
"91","Indicativo:Presente","noi","SCRIVERE","(adesso) noi SCRIVERE","(noi) scriviamo"
"91","Indicativo:Presente","voi","SCRIVERE","(adesso) voi SCRIVERE","(voi) scrivete"
"91","Indicativo:Presente","loro","SCRIVERE","(adesso) loro SCRIVERE","(loro) scrivono"
"91","Indicativo:Imperfetto","noi","SCRIVERE","(ieri) noi SCRIVERE","(noi) scrivevamo"
"91","Indicativo:Passato:remoto","io","SCRIVERE","(molto tempo fa) io SCRIVERE","(io) scrissi"
"91","Indicativo:Passato:remoto","lui","SCRIVERE","(molto tempo fa) lui SCRIVERE","(lui) scrisse"
"91","Indicativo:Futuro:semplice","lei","SCRIVERE","(domani) lei SCRIVERE","(lei) scriverà"
"91","Indicativo:Passato:prossimo","noi","SCRIVERE","(perfetto) noi SCRIVERE","(noi) abbiamo scritto"
"91","Indicativo:Trapassato:prossimo","io","SCRIVERE","(perchè ieri) io SCRIVERE","(io) avevo scritto"
"91","Congiuntivo:Presente","che io","SCRIVERE","che io SCRIVERE","(che io) scriva"
"91","Congiuntivo:Presente","che noi","SCRIVERE","che noi SCRIVERE","(che noi) scriviamo"
"91","Congiuntivo:Passato","che io","SCRIVERE","(perfetto) che io SCRIVERE","(che io) abbia scritto"
"91","Congiuntivo:Passato","che loro","SCRIVERE","(perfetto) che loro SCRIVERE","(che loro) abbiano scritto"
"91","Condizionale:Presente","io","SCRIVERE","se (presente) io SCRIVERE","se (io) scriverei"
"91","Condizionale:Presente","noi","SCRIVERE","se (presente) noi SCRIVERE","se (noi) scriveremmo"
"91","Condizionale:Passato","noi","SCRIVERE","se (passato) noi SCRIVERE","se (noi) avremmo scritto"
"91","Gerundio:Presente","... ","SCRIVERE","(...ndo) ...  SCRIVERE","(... ) scrivendo"
"91","Gerundio:Passato","avendo","SCRIVERE","(passato ...ndo) SCRIVERE","(avendo) scritto"
"91","Participio:Presente","... ","SCRIVERE","(aggetivo) ...  SCRIVERE","(... ) scrivente"
"91","Imperativo:Presente","... ","SCRIVERE","(per favore) ...  SCRIVERE","(... ) scrivi"
"92","Indicativo:Presente","io","SEDERSI","(adesso) io SEDERSI","(io) mi sièdo/èggo"
"92","Indicativo:Presente","tu","SEDERSI","(adesso) tu SEDERSI","(tu) ti sièdi"
"92","Indicativo:Presente","lei","SEDERSI","(adesso) lei SEDERSI","(lei) si siède"
"92","Indicativo:Presente","noi","SEDERSI","(adesso) noi SEDERSI","(noi) ci sediamo"
"92","Indicativo:Presente","voi","SEDERSI","(adesso) voi SEDERSI","(voi) vi sedete"
"92","Indicativo:Presente","loro","SEDERSI","(adesso) loro SEDERSI","(loro) si sièdono/èggono"
"92","Indicativo:Imperfetto","loro","SEDERSI","(ieri) loro SEDERSI","(loro) si sedevano"
"92","Indicativo:Passato:remoto","io","SEDERSI","(molto tempo fa) io SEDERSI","(io) mi sedei/edetti"
"92","Indicativo:Passato:remoto","tu","SEDERSI","(molto tempo fa) tu SEDERSI","(tu) ti sedesti"
"92","Indicativo:Futuro:semplice","io","SEDERSI","(domani) io SEDERSI","(io) mi sederò/iederò"
"92","Indicativo:Passato:prossimo","lei","SEDERSI","(perfetto) lei SEDERSI","(lei) si è seduta"
"92","Indicativo:Trapassato:prossimo","lui","SEDERSI","(perchè ieri) lui SEDERSI","(lui) si era seduto"
"92","Congiuntivo:Presente","che io","SEDERSI","che io SEDERSI","(che io) mi sièda/ègga"
"92","Congiuntivo:Presente","che noi","SEDERSI","che noi SEDERSI","(che noi) ci sediamo/eggiamo"
"92","Congiuntivo:Passato","che io","SEDERSI","(perfetto) che io SEDERSI","(che io) mi sia seduto"
"92","Congiuntivo:Passato","che tu","SEDERSI","(perfetto) che tu SEDERSI","(che tu) ti sia seduto"
"92","Condizionale:Presente","io","SEDERSI","se (presente) io SEDERSI","se (io) mi sederei/iederei"
"92","Condizionale:Presente","lui","SEDERSI","se (presente) lui SEDERSI","se (lui) si sederebbe/iederebbe"
"92","Condizionale:Passato","noi","SEDERSI","se (passato) noi SEDERSI","se (noi) ci saremmo seduti"
"92","Gerundio:Presente","... ","SEDERSI","(...ndo) ...  SEDERSI","(... ) sedendosi"
"92","Gerundio:Passato","essendosi","SEDERSI","(passato ...ndo) SEDERSI","(essendosi) sedute"
"92","Participio:Presente","... ","SEDERSI","(aggetivo) ...  SEDERSI","(... ) sedentesi"
"92","Imperativo:Presente","... ","SEDERSI","(per favore) ...  SEDERSI","(... ) sièditi"
"93","Indicativo:Presente","io","SEGUIRE","(adesso) io SEGUIRE","(io) seguo"
"93","Indicativo:Presente","tu","SEGUIRE","(adesso) tu SEGUIRE","(tu) segui"
"93","Indicativo:Presente","lei","SEGUIRE","(adesso) lei SEGUIRE","(lei) segue"
"93","Indicativo:Presente","noi","SEGUIRE","(adesso) noi SEGUIRE","(noi) seguiamo"
"93","Indicativo:Presente","voi","SEGUIRE","(adesso) voi SEGUIRE","(voi) seguite"
"93","Indicativo:Presente","loro","SEGUIRE","(adesso) loro SEGUIRE","(loro) seguono"
"93","Indicativo:Imperfetto","loro","SEGUIRE","(ieri) loro SEGUIRE","(loro) seguivano"
"93","Indicativo:Passato:remoto","io","SEGUIRE","(molto tempo fa) io SEGUIRE","(io) seguii"
"93","Indicativo:Passato:remoto","voi","SEGUIRE","(molto tempo fa) voi SEGUIRE","(voi) seguiste"
"93","Indicativo:Futuro:semplice","tu","SEGUIRE","(domani) tu SEGUIRE","(tu) seguirai"
"93","Indicativo:Passato:prossimo","voi","SEGUIRE","(perfetto) voi SEGUIRE","(voi) avete seguito"
"93","Indicativo:Trapassato:prossimo","io","SEGUIRE","(perchè ieri) io SEGUIRE","(io) ero seguito"
"93","Congiuntivo:Presente","che io","SEGUIRE","che io SEGUIRE","(che io) segua"
"93","Congiuntivo:Presente","che tu","SEGUIRE","che tu SEGUIRE","(che tu) segua"
"93","Congiuntivo:Passato","che io","SEGUIRE","(perfetto) che io SEGUIRE","(che io) abbia seguito"
"93","Congiuntivo:Passato","che loro","SEGUIRE","(perfetto) che loro SEGUIRE","(che loro) siano seguite"
"93","Condizionale:Presente","io","SEGUIRE","se (presente) io SEGUIRE","se (io) seguirei"
"93","Condizionale:Presente","voi","SEGUIRE","se (presente) voi SEGUIRE","se (voi) seguireste"
"93","Condizionale:Passato","tu","SEGUIRE","se (passato) tu SEGUIRE","se (tu) saresti seguito"
"93","Gerundio:Presente","... ","SEGUIRE","(...ndo) ...  SEGUIRE","(... ) seguendo"
"93","Gerundio:Passato","essendo","SEGUIRE","(passato ...ndo) SEGUIRE","(essendo) seguita"
"93","Participio:Presente","... ","SEGUIRE","(aggetivo) ...  SEGUIRE","(... ) seguente"
"93","Imperativo:Presente","... ","SEGUIRE","(per favore) ...  SEGUIRE","(... ) segui"
"94","Indicativo:Presente","io","SENTIRSI","(adesso) io SENTIRSI","(io) mi sento"
"94","Indicativo:Presente","tu","SENTIRSI","(adesso) tu SENTIRSI","(tu) ti senti"
"94","Indicativo:Presente","lui","SENTIRSI","(adesso) lui SENTIRSI","(lui) si sente"
"94","Indicativo:Presente","noi","SENTIRSI","(adesso) noi SENTIRSI","(noi) ci sentiamo"
"94","Indicativo:Presente","voi","SENTIRSI","(adesso) voi SENTIRSI","(voi) vi sentite"
"94","Indicativo:Presente","loro","SENTIRSI","(adesso) loro SENTIRSI","(loro) si sentono"
"94","Indicativo:Imperfetto","voi","SENTIRSI","(ieri) voi SENTIRSI","(voi) vi sentivate"
"94","Indicativo:Passato:remoto","io","SENTIRSI","(molto tempo fa) io SENTIRSI","(io) mi sentii"
"94","Indicativo:Passato:remoto","loro","SENTIRSI","(molto tempo fa) loro SENTIRSI","(loro) si sentirono"
"94","Indicativo:Futuro:semplice","loro","SENTIRSI","(domani) loro SENTIRSI","(loro) si sentiranno"
"94","Indicativo:Passato:prossimo","noi","SENTIRSI","(perfetto) noi SENTIRSI","(noi) ci siamo sentiti"
"94","Indicativo:Trapassato:prossimo","loro","SENTIRSI","(perchè ieri) loro SENTIRSI","(loro) si erano sentiti"
"94","Congiuntivo:Presente","che io","SENTIRSI","che io SENTIRSI","(che io) mi senta"
"94","Congiuntivo:Presente","che tu","SENTIRSI","che tu SENTIRSI","(che tu) ti senta"
"94","Congiuntivo:Passato","che io","SENTIRSI","(perfetto) che io SENTIRSI","(che io) mi sia sentito"
"94","Congiuntivo:Passato","che voi","SENTIRSI","(perfetto) che voi SENTIRSI","(che voi) vi siate sentiti"
"94","Condizionale:Presente","io","SENTIRSI","se (presente) io SENTIRSI","se (io) mi sentirei"
"94","Condizionale:Presente","voi","SENTIRSI","se (presente) voi SENTIRSI","se (voi) vi sentireste"
"94","Condizionale:Passato","voi","SENTIRSI","se (passato) voi SENTIRSI","se (voi) vi sareste sentiti"
"94","Gerundio:Presente","... ","SENTIRSI","(...ndo) ...  SENTIRSI","(... ) sentendosi"
"94","Gerundio:Passato","essendosi","SENTIRSI","(passato ...ndo) SENTIRSI","(essendosi) sentito"
"94","Participio:Presente","... ","SENTIRSI","(aggetivo) ...  SENTIRSI","(... ) senzientesi"
"94","Imperativo:Presente","... ","SENTIRSI","(per favore) ...  SENTIRSI","(... ) sentiti"
"95","Indicativo:Presente","io","SPEDIRE","(adesso) io SPEDIRE","(io) spedisco"
"95","Indicativo:Presente","tu","SPEDIRE","(adesso) tu SPEDIRE","(tu) spedisci"
"95","Indicativo:Presente","lui","SPEDIRE","(adesso) lui SPEDIRE","(lui) spedisce"
"95","Indicativo:Presente","noi","SPEDIRE","(adesso) noi SPEDIRE","(noi) spediamo"
"95","Indicativo:Presente","voi","SPEDIRE","(adesso) voi SPEDIRE","(voi) spedite"
"95","Indicativo:Presente","loro","SPEDIRE","(adesso) loro SPEDIRE","(loro) spediscono"
"95","Indicativo:Imperfetto","noi","SPEDIRE","(ieri) noi SPEDIRE","(noi) spedivamo"
"95","Indicativo:Passato:remoto","io","SPEDIRE","(molto tempo fa) io SPEDIRE","(io) spedii"
"95","Indicativo:Passato:remoto","voi","SPEDIRE","(molto tempo fa) voi SPEDIRE","(voi) spediste"
"95","Indicativo:Futuro:semplice","loro","SPEDIRE","(domani) loro SPEDIRE","(loro) spediranno"
"95","Indicativo:Passato:prossimo","loro","SPEDIRE","(perfetto) loro SPEDIRE","(loro) hanno spedito"
"95","Indicativo:Trapassato:prossimo","noi","SPEDIRE","(perchè ieri) noi SPEDIRE","(noi) avevamo spedito"
"95","Congiuntivo:Presente","che io","SPEDIRE","che io SPEDIRE","(che io) spedisca"
"95","Congiuntivo:Presente","che loro","SPEDIRE","che loro SPEDIRE","(che loro) spediscano"
"95","Congiuntivo:Passato","che io","SPEDIRE","(perfetto) che io SPEDIRE","(che io) abbia spedito"
"95","Congiuntivo:Passato","che loro","SPEDIRE","(perfetto) che loro SPEDIRE","(che loro) abbiano spedito"
"95","Condizionale:Presente","io","SPEDIRE","se (presente) io SPEDIRE","se (io) spedirei"
"95","Condizionale:Presente","lui","SPEDIRE","se (presente) lui SPEDIRE","se (lui) spedirebbe"
"95","Condizionale:Passato","voi","SPEDIRE","se (passato) voi SPEDIRE","se (voi) avreste spedito"
"95","Gerundio:Presente","... ","SPEDIRE","(...ndo) ...  SPEDIRE","(... ) spedendo"
"95","Gerundio:Passato","avendo","SPEDIRE","(passato ...ndo) SPEDIRE","(avendo) spedito"
"95","Participio:Presente","... ","SPEDIRE","(aggetivo) ...  SPEDIRE","(... ) spedente"
"95","Imperativo:Presente","... ","SPEDIRE","(per favore) ...  SPEDIRE","(... ) spedisci"
"96","Indicativo:Presente","io","SPEGNERE","(adesso) io SPEGNERE","(io) spengo"
"96","Indicativo:Presente","tu","SPEGNERE","(adesso) tu SPEGNERE","(tu) spegni"
"96","Indicativo:Presente","lei","SPEGNERE","(adesso) lei SPEGNERE","(lei) spegne"
"96","Indicativo:Presente","noi","SPEGNERE","(adesso) noi SPEGNERE","(noi) spegniamo"
"96","Indicativo:Presente","voi","SPEGNERE","(adesso) voi SPEGNERE","(voi) spegnete"
"96","Indicativo:Presente","loro","SPEGNERE","(adesso) loro SPEGNERE","(loro) spengono"
"96","Indicativo:Imperfetto","voi","SPEGNERE","(ieri) voi SPEGNERE","(voi) spegnevate"
"96","Indicativo:Passato:remoto","io","SPEGNERE","(molto tempo fa) io SPEGNERE","(io) spensi"
"96","Indicativo:Passato:remoto","tu","SPEGNERE","(molto tempo fa) tu SPEGNERE","(tu) spegnesti"
"96","Indicativo:Futuro:semplice","tu","SPEGNERE","(domani) tu SPEGNERE","(tu) spegnerai"
"96","Indicativo:Passato:prossimo","voi","SPEGNERE","(perfetto) voi SPEGNERE","(voi) avete spento"
"96","Indicativo:Trapassato:prossimo","loro","SPEGNERE","(perchè ieri) loro SPEGNERE","(loro) avevano spento"
"96","Congiuntivo:Presente","che io","SPEGNERE","che io SPEGNERE","(che io) spenga"
"96","Congiuntivo:Presente","che voi","SPEGNERE","che voi SPEGNERE","(che voi) spegniate"
"96","Congiuntivo:Passato","che io","SPEGNERE","(perfetto) che io SPEGNERE","(che io) abbia spento"
"96","Congiuntivo:Passato","lui","SPEGNERE","(perfetto) lui SPEGNERE","(lui) abbia spento"
"96","Condizionale:Presente","io","SPEGNERE","se (presente) io SPEGNERE","se (io) spegnerei"
"96","Condizionale:Presente","voi","SPEGNERE","se (presente) voi SPEGNERE","se (voi) spegnereste"
"96","Condizionale:Passato","voi","SPEGNERE","se (passato) voi SPEGNERE","se (voi) avreste spento"
"96","Gerundio:Presente","... ","SPEGNERE","(...ndo) ...  SPEGNERE","(... ) spegnendo"
"96","Gerundio:Passato","avendo","SPEGNERE","(passato ...ndo) SPEGNERE","(avendo) spento"
"96","Participio:Presente","... ","SPEGNERE","(aggetivo) ...  SPEGNERE","(... ) spegnente"
"96","Imperativo:Presente","... ","SPEGNERE","(per favore) ...  SPEGNERE","(... ) spegni"
"97","Indicativo:Presente","io","SPOGLIARSI","(adesso) io SPOGLIARSI","(io) mi spoglio"
"97","Indicativo:Presente","tu","SPOGLIARSI","(adesso) tu SPOGLIARSI","(tu) ti spogli"
"97","Indicativo:Presente","lei","SPOGLIARSI","(adesso) lei SPOGLIARSI","(lei) si spoglia"
"97","Indicativo:Presente","noi","SPOGLIARSI","(adesso) noi SPOGLIARSI","(noi) ci spogliamo"
"97","Indicativo:Presente","voi","SPOGLIARSI","(adesso) voi SPOGLIARSI","(voi) vi spogliate"
"97","Indicativo:Presente","loro","SPOGLIARSI","(adesso) loro SPOGLIARSI","(loro) si spogliano"
"97","Indicativo:Imperfetto","loro","SPOGLIARSI","(ieri) loro SPOGLIARSI","(loro) si spogliavano"
"97","Indicativo:Passato:remoto","io","SPOGLIARSI","(molto tempo fa) io SPOGLIARSI","(io) mi spogliai"
"97","Indicativo:Passato:remoto","noi","SPOGLIARSI","(molto tempo fa) noi SPOGLIARSI","(noi) ci spogliammo"
"97","Indicativo:Futuro:semplice","io","SPOGLIARSI","(domani) io SPOGLIARSI","(io) mi spoglierò"
"97","Indicativo:Passato:prossimo","voi","SPOGLIARSI","(perfetto) voi SPOGLIARSI","(voi) vi siete spogliati"
"97","Indicativo:Trapassato:prossimo","lei","SPOGLIARSI","(perchè ieri) lei SPOGLIARSI","(lei) si era spogliata"
"97","Congiuntivo:Presente","che io","SPOGLIARSI","che io SPOGLIARSI","(che io) mi spogli"
"97","Congiuntivo:Presente","che voi","SPOGLIARSI","che voi SPOGLIARSI","(che voi) vi spogliate"
"97","Congiuntivo:Passato","che io","SPOGLIARSI","(perfetto) che io SPOGLIARSI","(che io) mi sia spogliato"
"97","Congiuntivo:Passato","che voi","SPOGLIARSI","(perfetto) che voi SPOGLIARSI","(che voi) vi siate spogliati"
"97","Condizionale:Presente","io","SPOGLIARSI","se (presente) io SPOGLIARSI","se (io) mi spoglierei"
"97","Condizionale:Presente","tu","SPOGLIARSI","se (presente) tu SPOGLIARSI","se (tu) ti spoglieresti"
"97","Condizionale:Passato","loro","SPOGLIARSI","se (passato) loro SPOGLIARSI","se (loro) si sarebbero spogliati"
"97","Gerundio:Presente","... ","SPOGLIARSI","(...ndo) ...  SPOGLIARSI","(... ) spogliandosi"
"97","Gerundio:Passato","essendosi","SPOGLIARSI","(passato ...ndo) SPOGLIARSI","(essendosi) spogliato"
"97","Participio:Presente","... ","SPOGLIARSI","(aggetivo) ...  SPOGLIARSI","(... ) spogliantesi"
"97","Imperativo:Presente","... ","SPOGLIARSI","(per favore) ...  SPOGLIARSI","(... ) spogliati"
"98","Indicativo:Presente","io","STARE","(adesso) io STARE","(io) sto"
"98","Indicativo:Presente","tu","STARE","(adesso) tu STARE","(tu) stai"
"98","Indicativo:Presente","lei","STARE","(adesso) lei STARE","(lei) sta"
"98","Indicativo:Presente","noi","STARE","(adesso) noi STARE","(noi) stiamo"
"98","Indicativo:Presente","voi","STARE","(adesso) voi STARE","(voi) state"
"98","Indicativo:Presente","loro","STARE","(adesso) loro STARE","(loro) stanno"
"98","Indicativo:Imperfetto","noi","STARE","(ieri) noi STARE","(noi) stavamo"
"98","Indicativo:Passato:remoto","io","STARE","(molto tempo fa) io STARE","(io) stetti"
"98","Indicativo:Passato:remoto","tu","STARE","(molto tempo fa) tu STARE","(tu) stesti"
"98","Indicativo:Futuro:semplice","io","STARE","(domani) io STARE","(io) starò"
"98","Indicativo:Passato:prossimo","loro","STARE","(perfetto) loro STARE","(loro) sono state"
"98","Indicativo:Trapassato:prossimo","tu","STARE","(perchè ieri) tu STARE","(tu) eri stato"
"98","Congiuntivo:Presente","che io","STARE","che io STARE","(che io) stia"
"98","Congiuntivo:Presente","che noi","STARE","che noi STARE","(che noi) stiamo"
"98","Congiuntivo:Passato","che io","STARE","(perfetto) che io STARE","(che io) sia stato"
"98","Congiuntivo:Passato","che lei","STARE","(perfetto) che lei STARE","(che lei) sia stata"
"98","Condizionale:Presente","io","STARE","se (presente) io STARE","se (io) starei"
"98","Condizionale:Presente","tu","STARE","se (presente) tu STARE","se (tu) staresti"
"98","Condizionale:Passato","lui","STARE","se (passato) lui STARE","se (lui) sarebbe stato"
"98","Gerundio:Presente","... ","STARE","(...ndo) ...  STARE","(... ) stando"
"98","Gerundio:Passato","essendo","STARE","(passato ...ndo) STARE","(essendo) stati"
"98","Participio:Presente","... ","STARE","(aggetivo) ...  STARE","(... ) stante"
"98","Imperativo:Presente","... ","STARE","(per favore) ...  STARE","(... ) sta'/ai"
"99","Indicativo:Presente","io","STUDIARE","(adesso) io STUDIARE","(io) studio"
"99","Indicativo:Presente","tu","STUDIARE","(adesso) tu STUDIARE","(tu) studi"
"99","Indicativo:Presente","lei","STUDIARE","(adesso) lei STUDIARE","(lei) studia"
