"Position","Mood:Tense","Subject","Infinitive","Front","Back"
"28","Congiuntivo:Passato","che io","CORRERE","(perfetto) che io CORRERE","(che io) sia corso"
"28","Condizionale:Presente","io","CORRERE","se (presente) io CORRERE","se (io) correrei"
"28","Condizionale:Presente","lui","CORRERE","se (presente) lui CORRERE","se (lui) correrebbe"
"28","Condizionale:Passato","loro","CORRERE","se (passato) loro CORRERE","se (loro) avrebbero corso"
"28","Gerundio:Presente","... ","CORRERE","(...ndo) ...  CORRERE","(... ) correndo"
"28","Gerundio:Passato","avendo","CORRERE","(passato ...ndo) CORRERE","(avendo) corso"
"28","Participio:Presente","... ","CORRERE","(aggetivo) ...  CORRERE","(... ) corrente"
"28","Imperativo:Presente","... ","CORRERE","(per favore) ...  CORRERE","(... ) corri"
"29","Indicativo:Presente","io","CREDERE","(adesso) io CREDERE","(io) credo"
"29","Indicativo:Presente","tu","CREDERE","(adesso) tu CREDERE","(tu) credi"
"29","Indicativo:Presente","lui","CREDERE","(adesso) lui CREDERE","(lui) crede"
"29","Indicativo:Presente","noi","CREDERE","(adesso) noi CREDERE","(noi) crediamo"
"29","Indicativo:Presente","voi","CREDERE","(adesso) voi CREDERE","(voi) credete"
"29","Indicativo:Presente","loro","CREDERE","(adesso) loro CREDERE","(loro) credono"
"29","Indicativo:Imperfetto","voi","CREDERE","(ieri) voi CREDERE","(voi) credevate"
"29","Indicativo:Passato:remoto","io","CREDERE","(molto tempo fa) io CREDERE","(io) credetti/ei"
"29","Indicativo:Passato:remoto","lei","CREDERE","(molto tempo fa) lei CREDERE","(lei) credette/é"
"29","Indicativo:Futuro:semplice","tu","CREDERE","(domani) tu CREDERE","(tu) crederai"
"29","Indicativo:Passato:prossimo","io","CREDERE","(perfetto) io CREDERE","(io) ho creduto"
"29","Indicativo:Trapassato:prossimo","voi","CREDERE","(perchè ieri) voi CREDERE","(voi) avevate creduto"
"29","Congiuntivo:Presente","che io","CREDERE","che io CREDERE","(che io) creda"
"29","Congiuntivo:Presente","lui","CREDERE","lui CREDERE","(lui) creda"
"29","Congiuntivo:Passato","che io","CREDERE","(perfetto) che io CREDERE","(che io) abbia creduto"
"29","Congiuntivo:Passato","che voi","CREDERE","(perfetto) che voi CREDERE","(che voi) abbiate creduto"
"29","Condizionale:Presente","io","CREDERE","se (presente) io CREDERE","se (io) crederei"
"29","Condizionale:Presente","lei","CREDERE","se (presente) lei CREDERE","se (lei) crederebbe"
"29","Condizionale:Passato","noi","CREDERE","se (passato) noi CREDERE","se (noi) avremmo creduto"
"29","Gerundio:Presente","... ","CREDERE","(...ndo) ...  CREDERE","(... ) credendo"
"29","Gerundio:Passato","avendo","CREDERE","(passato ...ndo) CREDERE","(avendo) creduto"
"29","Participio:Presente","... ","CREDERE","(aggetivo) ...  CREDERE","(... ) credente"
"29","Imperativo:Presente","... ","CREDERE","(per favore) ...  CREDERE","(... ) credi"
"30","Indicativo:Presente","io","CRESCERE","(adesso) io CRESCERE","(io) cresco"
"30","Indicativo:Presente","tu","CRESCERE","(adesso) tu CRESCERE","(tu) cresci"
"30","Indicativo:Presente","lei","CRESCERE","(adesso) lei CRESCERE","(lei) cresce"
"30","Indicativo:Presente","noi","CRESCERE","(adesso) noi CRESCERE","(noi) cresciamo"
"30","Indicativo:Presente","voi","CRESCERE","(adesso) voi CRESCERE","(voi) crescete"
"30","Indicativo:Presente","loro","CRESCERE","(adesso) loro CRESCERE","(loro) crescono"
"30","Indicativo:Imperfetto","noi","CRESCERE","(ieri) noi CRESCERE","(noi) crescevamo"
"30","Indicativo:Passato:remoto","io","CRESCERE","(molto tempo fa) io CRESCERE","(io) crebbi"
"30","Indicativo:Passato:remoto","noi","CRESCERE","(molto tempo fa) noi CRESCERE","(noi) crescemmo"
"30","Indicativo:Futuro:semplice","lei","CRESCERE","(domani) lei CRESCERE","(lei) crescerà"
"30","Indicativo:Passato:prossimo","voi","CRESCERE","(perfetto) voi CRESCERE","(voi) avete cresciuto"
"30","Indicativo:Trapassato:prossimo","lei","CRESCERE","(perchè ieri) lei CRESCERE","(lei) aveva cresciuto"
"30","Congiuntivo:Presente","che io","CRESCERE","che io CRESCERE","(che io) cresca"
"30","Congiuntivo:Presente","che tu","CRESCERE","che tu CRESCERE","(che tu) cresca"
"30","Congiuntivo:Passato","che io","CRESCERE","(perfetto) che io CRESCERE","(che io) abbia cresciuto"
"30","Congiuntivo:Passato","che voi","CRESCERE","(perfetto) che voi CRESCERE","(che voi) siate cresciuti"
"30","Condizionale:Presente","io","CRESCERE","se (presente) io CRESCERE","se (io) crescerei"
"30","Condizionale:Presente","tu","CRESCERE","se (presente) tu CRESCERE","se (tu) cresceresti"
"30","Condizionale:Passato","voi","CRESCERE","se (passato) voi CRESCERE","se (voi) sareste cresciuti"
"30","Gerundio:Presente","... ","CRESCERE","(...ndo) ...  CRESCERE","(... ) crescendo"
"30","Gerundio:Passato","essendo","CRESCERE","(passato ...ndo) CRESCERE","(essendo) cresciute"
"30","Participio:Presente","... ","CRESCERE","(aggetivo) ...  CRESCERE","(... ) crescente"
"30","Imperativo:Presente","... ","CRESCERE","(per favore) ...  CRESCERE","(... ) cresci"
"31","Indicativo:Presente","io","CUCINARE","(adesso) io CUCINARE","(io) cucino"
"31","Indicativo:Presente","tu","CUCINARE","(adesso) tu CUCINARE","(tu) cucini"
"31","Indicativo:Presente","lei","CUCINARE","(adesso) lei CUCINARE","(lei) cucina"
"31","Indicativo:Presente","noi","CUCINARE","(adesso) noi CUCINARE","(noi) cuciniamo"
"31","Indicativo:Presente","voi","CUCINARE","(adesso) voi CUCINARE","(voi) cucinate"
"31","Indicativo:Presente","loro","CUCINARE","(adesso) loro CUCINARE","(loro) cucinano"
"31","Indicativo:Imperfetto","noi","CUCINARE","(ieri) noi CUCINARE","(noi) cucinavamo"
"31","Indicativo:Passato:remoto","io","CUCINARE","(molto tempo fa) io CUCINARE","(io) cucinai"
"31","Indicativo:Passato:remoto","noi","CUCINARE","(molto tempo fa) noi CUCINARE","(noi) cucinammo"
"31","Indicativo:Futuro:semplice","noi","CUCINARE","(domani) noi CUCINARE","(noi) cucineremo"
"31","Indicativo:Passato:prossimo","loro","CUCINARE","(perfetto) loro CUCINARE","(loro) hanno cucinato"
"31","Indicativo:Trapassato:prossimo","lui","CUCINARE","(perchè ieri) lui CUCINARE","(lui) aveva cucinato"
"31","Congiuntivo:Presente","che io","CUCINARE","che io CUCINARE","(che io) cucini"
"31","Congiuntivo:Presente","lui","CUCINARE","lui CUCINARE","(lui) cucini"
"31","Congiuntivo:Passato","che io","CUCINARE","(perfetto) che io CUCINARE","(che io) abbia cucinato"
"31","Congiuntivo:Passato","che voi","CUCINARE","(perfetto) che voi CUCINARE","(che voi) abbiate cucinato"
"31","Condizionale:Presente","io","CUCINARE","se (presente) io CUCINARE","se (io) cucinerei"
"31","Condizionale:Presente","noi","CUCINARE","se (presente) noi CUCINARE","se (noi) cucineremmo"
"31","Condizionale:Passato","loro","CUCINARE","se (passato) loro CUCINARE","se (loro) avrebbero cucinato"
"31","Gerundio:Presente","... ","CUCINARE","(...ndo) ...  CUCINARE","(... ) cucinando"
"31","Gerundio:Passato","avendo","CUCINARE","(passato ...ndo) CUCINARE","(avendo) cucinato"
"31","Participio:Presente","... ","CUCINARE","(aggetivo) ...  CUCINARE","(... ) cucinante"
"31","Imperativo:Presente","... ","CUCINARE","(per favore) ...  CUCINARE","(... ) cucina"
"32","Indicativo:Presente","io","DARE","(adesso) io DARE","(io) do"
"32","Indicativo:Presente","tu","DARE","(adesso) tu DARE","(tu) dai"
"32","Indicativo:Presente","lei","DARE","(adesso) lei DARE","(lei) dà"
"32","Indicativo:Presente","noi","DARE","(adesso) noi DARE","(noi) diamo"
"32","Indicativo:Presente","voi","DARE","(adesso) voi DARE","(voi) date"
"32","Indicativo:Presente","loro","DARE","(adesso) loro DARE","(loro) danno"
"32","Indicativo:Imperfetto","noi","DARE","(ieri) noi DARE","(noi) davamo"
"32","Indicativo:Passato:remoto","io","DARE","(molto tempo fa) io DARE","(io) diedi/etti"
"32","Indicativo:Passato:remoto","noi","DARE","(molto tempo fa) noi DARE","(noi) demmo"
"32","Indicativo:Futuro:semplice","io","DARE","(domani) io DARE","(io) darò"
"32","Indicativo:Passato:prossimo","io","DARE","(perfetto) io DARE","(io) ho dato"
"32","Indicativo:Trapassato:prossimo","io","DARE","(perchè ieri) io DARE","(io) avevo dato"
"32","Congiuntivo:Presente","che io","DARE","che io DARE","(che io) dia"
"32","Congiuntivo:Presente","che voi","DARE","che voi DARE","(che voi) diate"
"32","Congiuntivo:Passato","che io","DARE","(perfetto) che io DARE","(che io) abbia dato"
"32","Congiuntivo:Passato","che noi","DARE","(perfetto) che noi DARE","(che noi) abbiamo dato"
"32","Condizionale:Presente","io","DARE","se (presente) io DARE","se (io) darei"
"32","Condizionale:Presente","tu","DARE","se (presente) tu DARE","se (tu) daresti"
"32","Condizionale:Passato","lui","DARE","se (passato) lui DARE","se (lui) avrebbe dato"
"32","Gerundio:Presente","... ","DARE","(...ndo) ...  DARE","(... ) dando"
"32","Gerundio:Passato","avendo","DARE","(passato ...ndo) DARE","(avendo) dato"
"32","Participio:Presente","... ","DARE","(aggetivo) ...  DARE","(... ) dante"
"32","Imperativo:Presente","... ","DARE","(per favore) ...  DARE","(... ) da'/ai"
"33","Indicativo:Presente","io","DECIDERE","(adesso) io DECIDERE","(io) decido"
"33","Indicativo:Presente","tu","DECIDERE","(adesso) tu DECIDERE","(tu) decidi"
"33","Indicativo:Presente","lei","DECIDERE","(adesso) lei DECIDERE","(lei) decide"
"33","Indicativo:Presente","noi","DECIDERE","(adesso) noi DECIDERE","(noi) decidiamo"
"33","Indicativo:Presente","voi","DECIDERE","(adesso) voi DECIDERE","(voi) decidete"
"33","Indicativo:Presente","loro","DECIDERE","(adesso) loro DECIDERE","(loro) decidono"
"33","Indicativo:Imperfetto","lui","DECIDERE","(ieri) lui DECIDERE","(lui) decideva"
"33","Indicativo:Passato:remoto","io","DECIDERE","(molto tempo fa) io DECIDERE","(io) decisi"
"33","Indicativo:Passato:remoto","voi","DECIDERE","(molto tempo fa) voi DECIDERE","(voi) decideste"
"33","Indicativo:Futuro:semplice","lei","DECIDERE","(domani) lei DECIDERE","(lei) deciderà"
"33","Indicativo:Passato:prossimo","tu","DECIDERE","(perfetto) tu DECIDERE","(tu) hai deciso"
"33","Indicativo:Trapassato:prossimo","noi","DECIDERE","(perchè ieri) noi DECIDERE","(noi) avevamo deciso"
"33","Congiuntivo:Presente","che io","DECIDERE","che io DECIDERE","(che io) decida"
"33","Congiuntivo:Presente","che noi","DECIDERE","che noi DECIDERE","(che noi) decidiamo"
"33","Congiuntivo:Passato","che io","DECIDERE","(perfetto) che io DECIDERE","(che io) abbia deciso"
"33","Congiuntivo:Passato","che loro","DECIDERE","(perfetto) che loro DECIDERE","(che loro) abbiano deciso"
"33","Condizionale:Presente","io","DECIDERE","se (presente) io DECIDERE","se (io) deciderei"
"33","Condizionale:Presente","noi","DECIDERE","se (presente) noi DECIDERE","se (noi) decideremmo"
"33","Condizionale:Passato","loro","DECIDERE","se (passato) loro DECIDERE","se (loro) avrebbero deciso"
"33","Gerundio:Presente","... ","DECIDERE","(...ndo) ...  DECIDERE","(... ) decidendo"
"33","Gerundio:Passato","avendo","DECIDERE","(passato ...ndo) DECIDERE","(avendo) deciso"
"33","Participio:Presente","... ","DECIDERE","(aggetivo) ...  DECIDERE","(... ) decidente"
"33","Imperativo:Presente","... ","DECIDERE","(per favore) ...  DECIDERE","(... ) decidi"
"34","Indicativo:Presente","io","DIMENTICARE","(adesso) io DIMENTICARE","(io) dimentico"
"34","Indicativo:Presente","tu","DIMENTICARE","(adesso) tu DIMENTICARE","(tu) dimentichi"
"34","Indicativo:Presente","lui","DIMENTICARE","(adesso) lui DIMENTICARE","(lui) dimentica"
"34","Indicativo:Presente","noi","DIMENTICARE","(adesso) noi DIMENTICARE","(noi) dimentichiamo"
"34","Indicativo:Presente","voi","DIMENTICARE","(adesso) voi DIMENTICARE","(voi) dimenticate"
"34","Indicativo:Presente","loro","DIMENTICARE","(adesso) loro DIMENTICARE","(loro) dimenticano"
"34","Indicativo:Imperfetto","voi","DIMENTICARE","(ieri) voi DIMENTICARE","(voi) dimenticavate"
"34","Indicativo:Passato:remoto","io","DIMENTICARE","(molto tempo fa) io DIMENTICARE","(io) dimenticai"
"34","Indicativo:Passato:remoto","loro","DIMENTICARE","(molto tempo fa) loro DIMENTICARE","(loro) dimenticarono"
"34","Indicativo:Futuro:semplice","io","DIMENTICARE","(domani) io DIMENTICARE","(io) dimenticherò"
"34","Indicativo:Passato:prossimo","noi","DIMENTICARE","(perfetto) noi DIMENTICARE","(noi) abbiamo dimenticato"
"34","Indicativo:Trapassato:prossimo","lui","DIMENTICARE","(perchè ieri) lui DIMENTICARE","(lui) aveva dimenticato"
"34","Congiuntivo:Presente","che io","DIMENTICARE","che io DIMENTICARE","(che io) dimentichi"
"34","Congiuntivo:Presente","che noi","DIMENTICARE","che noi DIMENTICARE","(che noi) dimentichiamo"
"34","Congiuntivo:Passato","che io","DIMENTICARE","(perfetto) che io DIMENTICARE","(che io) abbia dimenticato"
"34","Congiuntivo:Passato","che loro","DIMENTICARE","(perfetto) che loro DIMENTICARE","(che loro) abbiano dimenticato"
"34","Condizionale:Presente","io","DIMENTICARE","se (presente) io DIMENTICARE","se (io) dimenticherei"
"34","Condizionale:Presente","tu","DIMENTICARE","se (presente) tu DIMENTICARE","se (tu) dimenticheresti"
"34","Condizionale:Passato","tu","DIMENTICARE","se (passato) tu DIMENTICARE","se (tu) avresti dimenticato"
"34","Gerundio:Presente","... ","DIMENTICARE","(...ndo) ...  DIMENTICARE","(... ) dimenticando"
"34","Gerundio:Passato","avendo","DIMENTICARE","(passato ...ndo) DIMENTICARE","(avendo) dimenticato"
"34","Participio:Presente","... ","DIMENTICARE","(aggetivo) ...  DIMENTICARE","(... ) dimenticante"
"34","Imperativo:Presente","... ","DIMENTICARE","(per favore) ...  DIMENTICARE","(... ) dimentica"
"35","Indicativo:Presente","io","DIRE","(adesso) io DIRE","(io) dico"
"35","Indicativo:Presente","tu","DIRE","(adesso) tu DIRE","(tu) dici"
"35","Indicativo:Presente","lei","DIRE","(adesso) lei DIRE","(lei) dice"
"35","Indicativo:Presente","noi","DIRE","(adesso) noi DIRE","(noi) diciamo"
"35","Indicativo:Presente","voi","DIRE","(adesso) voi DIRE","(voi) dite"
"35","Indicativo:Presente","loro","DIRE","(adesso) loro DIRE","(loro) dicono"
"35","Indicativo:Imperfetto","loro","DIRE","(ieri) loro DIRE","(loro) dicevano"
"35","Indicativo:Passato:remoto","io","DIRE","(molto tempo fa) io DIRE","(io) dissi"
"35","Indicativo:Passato:remoto","tu","DIRE","(molto tempo fa) tu DIRE","(tu) dicesti"
"35","Indicativo:Futuro:semplice","loro","DIRE","(domani) loro DIRE","(loro) diranno"
"35","Indicativo:Passato:prossimo","lei","DIRE","(perfetto) lei DIRE","(lei) ha detto"
"35","Indicativo:Trapassato:prossimo","io","DIRE","(perchè ieri) io DIRE","(io) avevo detto"
"35","Congiuntivo:Presente","che io","DIRE","che io DIRE","(che io) dica"
"35","Congiuntivo:Presente","che voi","DIRE","che voi DIRE","(che voi) diciate"
"35","Congiuntivo:Passato","che io","DIRE","(perfetto) che io DIRE","(che io) abbia detto"
"35","Congiuntivo:Passato","che loro","DIRE","(perfetto) che loro DIRE","(che loro) abbiano detto"
"35","Condizionale:Presente","io","DIRE","se (presente) io DIRE","se (io) direi"
"35","Condizionale:Presente","lui","DIRE","se (presente) lui DIRE","se (lui) direbbe"
"35","Condizionale:Passato","loro","DIRE","se (passato) loro DIRE","se (loro) avrebbero detto"
"35","Gerundio:Presente","... ","DIRE","(...ndo) ...  DIRE","(... ) dicendo"
"35","Gerundio:Passato","avendo","DIRE","(passato ...ndo) DIRE","(avendo) detto"
"35","Participio:Presente","... ","DIRE","(aggetivo) ...  DIRE","(... ) dicente"
"35","Imperativo:Presente","... ","DIRE","(per favore) ...  DIRE","(... ) di'"
"36","Indicativo:Presente","io","DIVENTARE","(adesso) io DIVENTARE","(io) divento"
"36","Indicativo:Presente","tu","DIVENTARE","(adesso) tu DIVENTARE","(tu) diventi"
"36","Indicativo:Presente","lei","DIVENTARE","(adesso) lei DIVENTARE","(lei) diventa"
"36","Indicativo:Presente","noi","DIVENTARE","(adesso) noi DIVENTARE","(noi) diventiamo"
"36","Indicativo:Presente","voi","DIVENTARE","(adesso) voi DIVENTARE","(voi) diventate"
"36","Indicativo:Presente","loro","DIVENTARE","(adesso) loro DIVENTARE","(loro) diventano"
"36","Indicativo:Imperfetto","voi","DIVENTARE","(ieri) voi DIVENTARE","(voi) diventavate"
"36","Indicativo:Passato:remoto","io","DIVENTARE","(molto tempo fa) io DIVENTARE","(io) diventai"
"36","Indicativo:Passato:remoto","tu","DIVENTARE","(molto tempo fa) tu DIVENTARE","(tu) diventasti"
"36","Indicativo:Futuro:semplice","loro","DIVENTARE","(domani) loro DIVENTARE","(loro) diventeranno"
"36","Indicativo:Passato:prossimo","tu","DIVENTARE","(perfetto) tu DIVENTARE","(tu) sei diventato"
"36","Indicativo:Trapassato:prossimo","lei","DIVENTARE","(perchè ieri) lei DIVENTARE","(lei) era diventata"
"36","Congiuntivo:Presente","che io","DIVENTARE","che io DIVENTARE","(che io) diventi"
"36","Congiuntivo:Presente","che loro","DIVENTARE","che loro DIVENTARE","(che loro) diventino"
"36","Congiuntivo:Passato","che io","DIVENTARE","(perfetto) che io DIVENTARE","(che io) sia diventato"
"36","Congiuntivo:Passato","che loro","DIVENTARE","(perfetto) che loro DIVENTARE","(che loro) siano diventati"
"36","Condizionale:Presente","io","DIVENTARE","se (presente) io DIVENTARE","se (io) diventerei"
"36","Condizionale:Presente","noi","DIVENTARE","se (presente) noi DIVENTARE","se (noi) diventeremmo"
"36","Condizionale:Passato","lei","DIVENTARE","se (passato) lei DIVENTARE","se (lei) sarebbe diventata"
"36","Gerundio:Presente","... ","DIVENTARE","(...ndo) ...  DIVENTARE","(... ) diventando"
"36","Gerundio:Passato","essendo","DIVENTARE","(passato ...ndo) DIVENTARE","(essendo) diventato"
"36","Participio:Presente","... ","DIVENTARE","(aggetivo) ...  DIVENTARE","(... ) diventante"
"36","Imperativo:Presente","... ","DIVENTARE","(per favore) ...  DIVENTARE","(... ) diventa"
"37","Indicativo:Presente","io","DIVERTIRSI","(adesso) io DIVERTIRSI","(io) mi diverto"
"37","Indicativo:Presente","tu","DIVERTIRSI","(adesso) tu DIVERTIRSI","(tu) ti diverti"
"37","Indicativo:Presente","lui","DIVERTIRSI","(adesso) lui DIVERTIRSI","(lui) si diverte"
"37","Indicativo:Presente","noi","DIVERTIRSI","(adesso) noi DIVERTIRSI","(noi) ci divertiamo"
"37","Indicativo:Presente","voi","DIVERTIRSI","(adesso) voi DIVERTIRSI","(voi) vi divertite"
"37","Indicativo:Presente","loro","DIVERTIRSI","(adesso) loro DIVERTIRSI","(loro) si divertono"
"37","Indicativo:Imperfetto","noi","DIVERTIRSI","(ieri) noi DIVERTIRSI","(noi) ci divertivamo"
"37","Indicativo:Passato:remoto","io","DIVERTIRSI","(molto tempo fa) io DIVERTIRSI","(io) mi divertii"
"37","Indicativo:Passato:remoto","voi","DIVERTIRSI","(molto tempo fa) voi DIVERTIRSI","(voi) vi divertiste"
"37","Indicativo:Futuro:semplice","loro","DIVERTIRSI","(domani) loro DIVERTIRSI","(loro) si divertiranno"
"37","Indicativo:Passato:prossimo","io","DIVERTIRSI","(perfetto) io DIVERTIRSI","(io) mi sono divertito"
"37","Indicativo:Trapassato:prossimo","lui","DIVERTIRSI","(perchè ieri) lui DIVERTIRSI","(lui) si era divertito"
"37","Congiuntivo:Presente","che io","DIVERTIRSI","che io DIVERTIRSI","(che io) mi diverta"
"37","Congiuntivo:Presente","che noi","DIVERTIRSI","che noi DIVERTIRSI","(che noi) ci divertiamo"
"37","Congiuntivo:Passato","che io","DIVERTIRSI","(perfetto) che io DIVERTIRSI","(che io) mi sia divertito"
"37","Congiuntivo:Passato","che noi","DIVERTIRSI","(perfetto) che noi DIVERTIRSI","(che noi) ci siamo divertiti"
"37","Condizionale:Presente","io","DIVERTIRSI","se (presente) io DIVERTIRSI","se (io) mi divertirei"
"37","Condizionale:Presente","noi","DIVERTIRSI","se (presente) noi DIVERTIRSI","se (noi) ci divertiremmo"
"37","Condizionale:Passato","tu","DIVERTIRSI","se (passato) tu DIVERTIRSI","se (tu) ti saresti divertito"
"37","Gerundio:Presente","... ","DIVERTIRSI","(...ndo) ...  DIVERTIRSI","(... ) divertendosi"
"37","Gerundio:Passato","essendosi","DIVERTIRSI","(passato ...ndo) DIVERTIRSI","(essendosi) divertito"
"37","Participio:Presente","... ","DIVERTIRSI","(aggetivo) ...  DIVERTIRSI","(... ) divertentesi"
"37","Imperativo:Presente","... ","DIVERTIRSI","(per favore) ...  DIVERTIRSI","(... ) divertiti"
"38","Indicativo:Presente","io","DORMIRE","(adesso) io DORMIRE","(io) dormo"
"38","Indicativo:Presente","tu","DORMIRE","(adesso) tu DORMIRE","(tu) dormi"
"38","Indicativo:Presente","lui","DORMIRE","(adesso) lui DORMIRE","(lui) dorme"
"38","Indicativo:Presente","noi","DORMIRE","(adesso) noi DORMIRE","(noi) dormiamo"
"38","Indicativo:Presente","voi","DORMIRE","(adesso) voi DORMIRE","(voi) dormite"
"38","Indicativo:Presente","loro","DORMIRE","(adesso) loro DORMIRE","(loro) dormono"
"38","Indicativo:Imperfetto","voi","DORMIRE","(ieri) voi DORMIRE","(voi) dormivate"
"38","Indicativo:Passato:remoto","io","DORMIRE","(molto tempo fa) io DORMIRE","(io) dormii"
"38","Indicativo:Passato:remoto","loro","DORMIRE","(molto tempo fa) loro DORMIRE","(loro) dormirono"
"38","Indicativo:Futuro:semplice","loro","DORMIRE","(domani) loro DORMIRE","(loro) dormiranno"
"38","Indicativo:Passato:prossimo","io","DORMIRE","(perfetto) io DORMIRE","(io) ho dormito"
"38","Indicativo:Trapassato:prossimo","tu","DORMIRE","(perchè ieri) tu DORMIRE","(tu) avevi dormito"
"38","Congiuntivo:Presente","che io","DORMIRE","che io DORMIRE","(che io) dorma"
"38","Congiuntivo:Presente","che loro","DORMIRE","che loro DORMIRE","(che loro) dormano"
"38","Congiuntivo:Passato","che io","DORMIRE","(perfetto) che io DORMIRE","(che io) abbia dormito"
"38","Congiuntivo:Passato","che voi","DORMIRE","(perfetto) che voi DORMIRE","(che voi) abbiate dormito"
"38","Condizionale:Presente","io","DORMIRE","se (presente) io DORMIRE","se (io) dormirei"
"38","Condizionale:Presente","voi","DORMIRE","se (presente) voi DORMIRE","se (voi) dormireste"
"38","Condizionale:Passato","lei","DORMIRE","se (passato) lei DORMIRE","se (lei) avrebbe dormito"
"38","Gerundio:Presente","... ","DORMIRE","(...ndo) ...  DORMIRE","(... ) dormendo"
"38","Gerundio:Passato","avendo","DORMIRE","(passato ...ndo) DORMIRE","(avendo) dormito"
"38","Participio:Presente","... ","DORMIRE","(aggetivo) ...  DORMIRE","(... ) dormente"
"38","Imperativo:Presente","... ","DORMIRE","(per favore) ...  DORMIRE","(... ) dormi"
"39","Indicativo:Presente","io","DOVERE","(adesso) io DOVERE","(io) devo/ebbo"
"39","Indicativo:Presente","tu","DOVERE","(adesso) tu DOVERE","(tu) devi"
"39","Indicativo:Presente","lei","DOVERE","(adesso) lei DOVERE","(lei) deve"
"39","Indicativo:Presente","noi","DOVERE","(adesso) noi DOVERE","(noi) dobbiamo"
"39","Indicativo:Presente","voi","DOVERE","(adesso) voi DOVERE","(voi) dovete"
"39","Indicativo:Presente","loro","DOVERE","(adesso) loro DOVERE","(loro) devono/ebbono"
"39","Indicativo:Imperfetto","tu","DOVERE","(ieri) tu DOVERE","(tu) dovevi"
"39","Indicativo:Passato:remoto","io","DOVERE","(molto tempo fa) io DOVERE","(io) dovei/ovetti"
"39","Indicativo:Passato:remoto","noi","DOVERE","(molto tempo fa) noi DOVERE","(noi) dovemmo"
"39","Indicativo:Futuro:semplice","lui","DOVERE","(domani) lui DOVERE","(lui) dovrà"
"39","Indicativo:Passato:prossimo","voi","DOVERE","(perfetto) voi DOVERE","(voi) avete dovuto"
"39","Indicativo:Trapassato:prossimo","io","DOVERE","(perchè ieri) io DOVERE","(io) avevo dovuto"
"39","Congiuntivo:Presente","che io","DOVERE","che io DOVERE","(che io) deva"
"39","Congiuntivo:Presente","che noi","DOVERE","che noi DOVERE","(che noi) dobbiamo"
"39","Congiuntivo:Passato","che io","DOVERE","(perfetto) che io DOVERE","(che io) abbia dovuto"
"39","Congiuntivo:Passato","che noi","DOVERE","(perfetto) che noi DOVERE","(che noi) abbiamo dovuto"
"39","Condizionale:Presente","io","DOVERE","se (presente) io DOVERE","se (io) dovrei"
"39","Condizionale:Presente","loro","DOVERE","se (presente) loro DOVERE","se (loro) dovrebbero"
"39","Condizionale:Passato","lui","DOVERE","se (passato) lui DOVERE","se (lui) avrebbe dovuto"
"39","Gerundio:Presente","... ","DOVERE","(...ndo) ...  DOVERE","(... ) dovendo"
"39","Gerundio:Passato","avendo","DOVERE","(passato ...ndo) DOVERE","(avendo) dovuto"
"39","Participio:Presente","... ","DOVERE","(aggetivo) ...  DOVERE","(... ) dovente"
"40","Indicativo:Presente","io","ENTRARE","(adesso) io ENTRARE","(io) entro"
"40","Indicativo:Presente","tu","ENTRARE","(adesso) tu ENTRARE","(tu) entri"
"40","Indicativo:Presente","lui","ENTRARE","(adesso) lui ENTRARE","(lui) entra"
"40","Indicativo:Presente","noi","ENTRARE","(adesso) noi ENTRARE","(noi) entriamo"
"40","Indicativo:Presente","voi","ENTRARE","(adesso) voi ENTRARE","(voi) entrate"
"40","Indicativo:Presente","loro","ENTRARE","(adesso) loro ENTRARE","(loro) entrano"
"40","Indicativo:Imperfetto","lui","ENTRARE","(ieri) lui ENTRARE","(lui) entrava"
"40","Indicativo:Passato:remoto","io","ENTRARE","(molto tempo fa) io ENTRARE","(io) entrai"
"40","Indicativo:Passato:remoto","lui","ENTRARE","(molto tempo fa) lui ENTRARE","(lui) entrò"
"40","Indicativo:Futuro:semplice","tu","ENTRARE","(domani) tu ENTRARE","(tu) entrerai"
"40","Indicativo:Passato:prossimo","io","ENTRARE","(perfetto) io ENTRARE","(io) sono entrato"
"40","Indicativo:Trapassato:prossimo","voi","ENTRARE","(perchè ieri) voi ENTRARE","(voi) eravate entrati"
"40","Congiuntivo:Presente","che io","ENTRARE","che io ENTRARE","(che io) entri"
"40","Congiuntivo:Presente","lui","ENTRARE","lui ENTRARE","(lui) entri"
"40","Congiuntivo:Passato","che io","ENTRARE","(perfetto) che io ENTRARE","(che io) sia entrato"
"40","Congiuntivo:Passato","che tu","ENTRARE","(perfetto) che tu ENTRARE","(che tu) sia entrato"
"40","Condizionale:Presente","io","ENTRARE","se (presente) io ENTRARE","se (io) entrerei"
"40","Condizionale:Presente","loro","ENTRARE","se (presente) loro ENTRARE","se (loro) entrerebbero"
"40","Condizionale:Passato","noi","ENTRARE","se (passato) noi ENTRARE","se (noi) saremmo entrati"
"40","Gerundio:Presente","... ","ENTRARE","(...ndo) ...  ENTRARE","(... ) entrando"
"40","Gerundio:Passato","essendo","ENTRARE","(passato ...ndo) ENTRARE","(essendo) entrati"
"40","Participio:Presente","... ","ENTRARE","(aggetivo) ...  ENTRARE","(... ) entrante"
"40","Imperativo:Presente","... ","ENTRARE","(per favore) ...  ENTRARE","(... ) entra"
"41","Indicativo:Presente","io","ESSERE","(adesso) io ESSERE","(io) sono"
"41","Indicativo:Presente","tu","ESSERE","(adesso) tu ESSERE","(tu) sei"
